,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SAMD3,13.66976110587982,7.907168635576437,2.323792667029224,3.402699710592123,0.0006672357111218407,0.03872609731183443
TIGIT,12.107599689279521,7.816814410421987,2.3394125976532383,3.3413577486345747,0.0008336972514146378,0.045797953661598126
IL2RG,36.79889537167136,7.7146373115997635,1.9573726735896875,3.9413226799839025,8.103352797565116e-05,0.008815061743930212
SH2D1B,6.076717368115308,7.642716819291617,2.276415253241372,3.357347394509506,0.0007869417077009192,0.043959733570387495
LTB,55.889888110152825,7.638125378866379,1.9745023150063572,3.8683800575041545,0.0001095608058020266,0.01071945517122195
MATK,8.004406379114045,7.585508658186182,1.5890905777364777,4.773490425568493,1.8106016084705808e-06,0.00046961850023180903
KLRG1,7.308345018685142,7.567391999664272,1.9068598676840687,3.9685097619968626,7.232349513591251e-05,0.008080195892380496
FCRL6,12.42612820717789,7.565201046958336,2.257217224461151,3.3515609242102617,0.0008035735548709657,0.04473767249088019
LAT,6.502889809932524,7.422386197733663,1.692215483814692,4.386194470341143,1.1535099959344803e-05,0.00196293256304391
CLEC2D,30.084101512107907,7.23938746898129,1.5047636563180797,4.8109797432873505,1.5019224021420308e-06,0.0004005530148293303
ZAP70,10.277014453816466,7.119589771500814,1.832289713438361,3.8856244835543143,0.00010206717502215459,0.010228368115098946
CD27,9.505816279777994,7.059272870533789,2.0233149359895513,3.488963949688475,0.0004848965397351417,0.03156600112015972
IL2RB,7.764941276141803,6.910863696441625,1.8869002467435052,3.6625485148823818,0.00024971843936899964,0.019756432511801002
RUNX3,7.184794641768977,6.78462705871606,1.6745670021049264,4.051570973384643,5.0874888651649264e-05,0.006521056463992408
TTC38,4.6120638286345,6.611776686592608,1.0992240996916154,6.014948806569585,1.7994355731568941e-09,1.4876833601074622e-06
TUBA4A,99.5798687149882,6.478908522803722,0.7477210056104002,8.664874296950746,4.520114526444616e-18,2.4913364564920575e-14
STAT4,10.274312914531112,6.308934002726047,1.5417741284606774,4.0919962828958285,4.276755088197736e-05,0.0055747511104742254
ACAP1,10.487370637997644,6.175502733776854,0.9897851284603159,6.2392357252157415,4.397139477517805e-10,5.19333580433978e-07
B3GNT7,4.080766227878416,5.911887192610099,1.4772700139490862,4.001900219179464,6.28357985132598e-05,0.0075838680906332185
KLRC2,4.021187257241462,5.895369772458011,1.625881600101857,3.6259526967330724,0.00028789805703922927,0.0217369606079619
AKNA,5.543111053944486,5.755528408684598,1.3410827913618337,4.291702530042916,1.7730837784184123e-05,0.0027658434222781556
LYAR,14.31014135716155,5.338566164904866,0.8588273268899981,6.216111199252339,5.096269462882125e-10,5.617787704583729e-07
PARP8,3.334134754897973,5.2780741919680585,1.1471625842919841,4.600981817434036,4.205041376850849e-06,0.0009148731469240632
GTF3C1,3.576567625000133,5.030842109678759,0.6469911934269225,7.775750521474435,7.500139008613777e-15,2.480295970148576e-11
RNF166,3.324461623839391,5.023350897652701,1.3814327824476758,3.6363339291486443,0.00027654579113644374,0.021169836372412487
HOPX,43.98110580918369,4.959971354682894,1.0099890844060342,4.910915802223556,9.065200971371212e-07,0.00026297034747653155
CMC1,48.49018526022289,4.9563130238924105,0.8609881566384749,5.756540302764633,8.585529161857531e-09,5.2578416552338614e-06
EVL,45.49426348379271,4.641667534884143,1.0458690687558125,4.438096195354517,9.075805876502505e-06,0.0016674272240885435
ZNF600,2.3330928395442196,4.620474678154675,1.2657048788387892,3.650515025582972,0.0002617149977282105,0.020321716871377432
TOP2A,2.393498631975465,4.590872760357939,1.226924984851488,3.741771352804945,0.00018272773164804373,0.0157364741812521
RARRES3,31.08530656958525,4.586121548804752,1.3858079443710412,3.3093485770758773,0.0009351333365170062,0.04992318461490747
SKAP1,2.644172110097209,4.508894465277013,1.2813308265349062,3.5189151559479637,0.00043331525999990906,0.029364212393846297
PIK3R1,14.386574154092497,4.497110731234227,0.9490042372336467,4.738767810292748,2.1502171298073426e-06,0.0005469821575594525
LEPROTL1,61.21296377570786,4.438205666957792,0.6651080213932306,6.672909548829212,2.5078097140662156e-11,5.183329202760609e-08
PPP2R5C,35.984513093905036,4.43383591103462,0.39540128476914044,11.2135091154885,3.5003511032027036e-29,5.78783054914567e-25
PIM2,6.009449606161447,4.3123833342823605,1.1799170440751263,3.6548190874406825,0.00025736339450271845,0.020264303467154524
PTPN4,4.617509598404609,4.246570599602617,0.7036618229928244,6.034959494521164,1.5900256602663305e-09,1.4606152384724318e-06
CDC42SE2,28.0533500937856,4.012300447081872,0.747148349052019,5.370152329417142,7.86701618444744e-08,3.3354131438420104e-05
AQP3,1.9856605490564996,4.001421425168264,1.1109105214082877,3.6019295416301493,0.0003158639838076415,0.022944273352484265
AC026979.2,12.025924425883433,3.9922017138226336,0.6802372788798894,5.868837004047147,4.388626116140014e-09,3.0235805345989637e-06
CHST12,16.19920988154979,3.8728461895868938,0.6307358987217544,6.140202575175412,8.241631079441788e-10,8.184891006862844e-07
SCLT1,1.0685364414917644,3.7924081290528746,1.1037686650656875,3.435872252114695,0.0005906494100246162,0.03590583821601849
AP002387.2,2.3907185341494768,3.7626087119046954,1.1339463966451924,3.3181539471675765,0.0009061452704616728,0.04864646768533688
RCAN3,1.106739008046826,3.7572507300606923,0.975295906043034,3.852421308015731,0.00011695556824863973,0.0112433739592515
CENPN,1.8337765961517711,3.717706039109652,1.057425082859042,3.5158103390717788,0.00043841404808824647,0.029468196281053478
PIK3IP1,13.903238249358036,3.703218475169545,0.9226221638808225,4.0137974353365955,5.974962775709329e-05,0.00736149257493366
SRRT,4.025732749003455,3.612763418818777,0.8191293569335836,4.410491930533636,1.0313604962952252e-05,0.0018337146028216719
TSPYL2,43.421520993219715,3.5809532629886767,0.750298739782058,4.772703288864445,1.817694830047522e-06,0.00046961850023180903
APOBEC3C,12.470362569729376,3.551067527336517,0.9460802453739077,3.7534527802481197,0.00017441539982680467,0.015278130012092899
WIPF1,13.892462320651097,3.5249996789932245,0.9190471917964795,3.835493661759456,0.00012531233818536205,0.011840225782256922
VCPKMT,1.4347275213290187,3.5093354109162704,0.8368084837608395,4.193713948912642,2.7442400212969728e-05,0.0038782913463372174
TRMO,1.2084334490509296,3.454410081161629,0.8177167580439121,4.224457976653237,2.3951653795350335e-05,0.0035360767455903377
STK17A,35.25840935186734,3.454096177449138,0.9689087060141778,3.5649346073670176,0.0003639469175754661,0.02560792460472482
FNBP1,16.9226429870173,3.3688298727894397,0.7812504540054679,4.312099731292907,1.61711457198846e-05,0.0025465704236027798
PIP4K2A,10.037933980424231,3.3557632727691775,0.8542872510713831,3.9281439218022163,8.560397928802357e-05,0.008958618971692848
HERPUD2,3.5543881597383544,3.3074015155008394,0.5947766409126474,5.560745476530214,2.686247205370632e-08,1.3063852217883353e-05
TRABD,4.613490391812521,3.2387593416992995,0.8318397508662541,3.8934895072356763,9.88124783631238e-05,0.009962587376428366
KDM2B,2.1022515354950593,3.2078729248227242,0.9651726508496665,3.323626008257435,0.0008885527003467622,0.048013787255665734
ATM,4.939911080798103,3.1074149936072852,0.7896480638599614,3.935189783683638,8.313097879128461e-05,0.00892578398905124
DNMT1,4.706468450893174,3.026916504254175,0.7992405703844667,3.7872408088569713,0.00015232945277901495,0.013747594505203511
FAM177A1,95.1288555647102,2.9252148146427936,0.6458600723002984,4.529177356055367,5.9213780073235e-06,0.001194024211598708
TSC22D3,652.6334108988627,2.888052640850728,0.8336412541102061,3.464383062392126,0.0005314491418224292,0.033412591483018506
APMAP,19.709529523306657,2.612237061429241,0.6366245569705671,4.10326154218712,4.0736629323802825e-05,0.005388641326952638
TBCC,4.864169780789864,2.5862246771582464,0.7512325252934048,3.4426420450155013,0.0005760612501398707,0.03527841767060282
YPEL5,202.81463786910876,2.3480846162821827,0.5950007105032769,3.946355987198861,7.934961167704655e-05,0.008746972193866432
RPS29,4073.830112100605,2.226003114336045,0.4053951352127447,5.4909467849629605,3.9978480606762427e-08,1.8362338245356018e-05
SARAF,344.25926782727237,2.1992828857203635,0.49379172226703294,4.4538674638434586,8.433717269365322e-06,0.0015668709556062427
HNRNPUL1,11.703770099195,2.1711405650110867,0.5873789914769163,3.696319746731036,0.00021874744207947026,0.01794218241483959
PPP1R2,45.91139194023136,2.1023481611638757,0.40343201381164423,5.211158483187275,1.8766504843862185e-07,7.052367218028664e-05
G3BP2,10.483400289792327,2.000625239037834,0.45247884031135677,4.421478002509856,9.802804558122624e-06,0.0017619275893334045
RPS27,8805.391896002506,1.988525778662767,0.4334135411677933,4.5880564167535365,4.473917468193002e-06,0.0009607301991762505
BUB3,20.020065611342726,1.9113507323382508,0.501713531026075,3.80964557290147,0.00013916614769448712,0.012891324424659253
RPS3,2571.479835208501,1.904863984695348,0.5140474903792458,3.70561868377182,0.00021087535514251697,0.017579138394307064
TLE4,15.204955311851302,1.8800398741135846,0.5568430238993217,3.376247512177686,0.0007348178194698889,0.041897284982533145
DDX24,60.696997815724515,1.8205507658424929,0.3025565143284639,6.0172254756546115,1.7743186138562235e-09,1.4876833601074622e-06
SLBP,14.456356664888697,1.672169262900753,0.41859172530802646,3.994749924094329,6.47625738372738e-05,0.00762841822227055
RPLP2,3154.059072573845,1.6546976228739299,0.48573058832947386,3.4066160596654433,0.0006577357956696945,0.03853497590682957
SRSF2,142.2637719815356,1.629837396003575,0.3558704264094378,4.579861868399276,4.6528311717847195e-06,0.000986340556736671
CIR1,15.590319440132419,1.5978853755592153,0.4635442110822844,3.4471045854039852,0.0005666291850682762,0.0348297902420221
RPS15A,3301.423824382303,1.596080829302434,0.40115299341162264,3.978733439649788,6.928336478898071e-05,0.007846578334149288
C9orf78,17.27124934990927,1.5587289633830885,0.4586579982822937,3.398455863019151,0.0006776739670930491,0.03904299319123194
RPS27A,3636.380935535088,1.551165628679059,0.322016446720448,4.8170385223388035,1.457045669356518e-06,0.0003953558062129931
RPL23A,2616.2479930941013,1.5388024901617878,0.316076915474424,4.86844313781056,1.124808774354991e-06,0.0003206674669648237
RPS12,2715.7243224436374,1.5077054771821714,0.3520520822740575,4.282620535698145,1.847050157054664e-05,0.002854296667934474
RPS21,881.3925334094735,1.4981621866105694,0.38857900590493544,3.855489266903652,0.00011549839829969292,0.011233917740502485
RPL30,1735.4387484528154,1.4658494007182843,0.39168447216645186,3.7424240808181715,0.0001822536037938995,0.0157364741812521
RPSA,686.8375340618464,1.4496969673493898,0.21887641585631207,6.623358490578933,3.511280630534743e-11,6.451002802876886e-08
RPL21,6149.700768182242,1.4444419285189416,0.39334787972111873,3.672174182159167,0.0002404956681102471,0.01911824938559104
RPS14,4286.105040498063,1.4361682860950922,0.3169988214618051,4.530516168711166,5.883975117809007e-06,0.001194024211598708
RPL13A,4826.924057074045,1.4243494733523787,0.3364463865565231,4.233510985005297,2.3007093890645982e-05,0.0034272279052417233
RPS18,5331.539725160146,1.4076762444731206,0.40467251742414306,3.4785565707139803,0.000504122019718999,0.03230875037230096
RPS25,2198.0702568476463,1.3542829620949859,0.3898296033895916,3.4740382729259527,0.0005126878991179976,0.03248005521806931
RPL34,7258.763266813017,1.3522924749673768,0.3835071841318297,3.5261203203497993,0.0004216953379605762,0.02893249963974327
RPS6,3973.937145082141,1.348225936479288,0.29653450625710776,4.546607251536251,5.451759452017014e-06,0.0011268105317387665
RPL31,2635.369385908095,1.344432548026342,0.3213006891260313,4.18434380481202,2.8599100616859715e-05,0.004007509565252334
RPL36AL,596.0158312249853,1.339739019048298,0.23576311580505213,5.682564104540007,1.326901525381695e-08,7.077521523285912e-06
RPL13,4220.975525228549,1.3319364015098816,0.3074208982394217,4.332615021092546,1.4734863758290048e-05,0.0023886369827777055
RPL14,1383.824800468517,1.3157309154590635,0.3046203138197084,4.31924876893728,1.5656122300627684e-05,0.002489172906162296
RPL41,8926.283479693117,1.301820777647853,0.22456183998176796,5.797159382705214,6.744758476020274e-09,4.460983256039809e-06
RPS15,3105.0047137970823,1.2403280234323946,0.32043283426932595,3.8707894160118768,0.00010848347681091891,0.010696153034771906
RPL36,2282.9847325448022,1.2291420701776004,0.33667302941106975,3.650848041875214,0.0002613758561797268,0.020321716871377432
RPS26,1085.0956543902062,1.1925546263456097,0.19090749932813061,6.246766787803627,4.19035995445533e-10,5.19333580433978e-07
RPS4X,3392.413307365225,1.1843550412842492,0.3273852928078875,3.617618345425306,0.0002973263918947301,0.0222456646605401
RPL19,2489.2871939269958,1.182264950511796,0.255215506937619,4.63241816572208,3.6141921367072885e-06,0.0008186392737048633
RPL3,3812.785468212797,1.1739777802653175,0.22353986384431945,5.251760290428174,1.506524449417039e-07,5.931043278835891e-05
RPL35A,2617.626373612299,1.1729724190691622,0.31144185333951196,3.7662645739218297,0.0001657081912058664,0.014652325890850273
RPL17,195.90109932427916,1.1710797215727675,0.283404417744738,4.132185838498669,3.5932970956550276e-05,0.004992871216525704
RPS28,3437.8464047016305,1.169517034587765,0.29055724891828905,4.025082970539339,5.6955230545692135e-05,0.007188967458572668
SNRPD2,178.68539072075615,1.1422279235537425,0.25079266606106754,4.554470995876778,5.25175698594617e-06,0.0010992126805394928
RPS7,1434.1151683740723,1.1321634623022474,0.28360635735955364,3.9920242721036767,6.551166541048793e-05,0.00762841822227055
RPL38,1201.5618609283447,1.1254238653112336,0.313685131231598,3.5877501139201837,0.0003335437224232782,0.023772178664952178
RPL7,3585.363179118039,1.10839884217655,0.2819912407134478,3.9306144381373755,8.472905296641007e-05,0.008958618971692848
RPL18,1446.7185833291983,1.1032239283289462,0.30561465556739864,3.6098528268571433,0.0003063707850061977,0.02251484857812213
RPL27,1105.5561254726756,1.073410642230818,0.3064265477469266,3.5029949269191025,0.0004600582251706246,0.030550452824081437
RBM39,166.40159375903212,1.0644512767857788,0.21472731135442039,4.957223513262538,7.150769677742791e-07,0.00021497813931177647
RPS5,1195.9101131028722,1.027940799277906,0.2556574867274774,4.020773310556939,5.800740536176848e-05,0.007266306421642742
HNRNPA1,565.6897786522973,0.9655676652389913,0.2451800597315115,3.938198180946494,8.209577624513996e-05,0.008872246145185551
RPL9,1817.5647327572424,0.9388368652934592,0.252065878644071,3.7245694274199708,0.00019564886424628004,0.016505377399552247
RPL15,3019.7082738599233,0.9117704322131305,0.24722502560659912,3.688018354840825,0.00022600735072937812,0.018229422167367157
RPL6,1479.966979255732,0.8816413778538615,0.23210696514057205,3.7984270627980026,0.0001456172661051318,0.013229568654111838
SUB1,305.61997422002327,0.8607352723519214,0.19684579455878473,4.3726373442785285,1.2275454287200225e-05,0.0020502488549379366
RPL24,1104.0359234264947,0.6732483956176522,0.1913951156632319,3.517583995206347,0.0004354944996422995,0.029391434904430296
EEF1A1,6265.882158942792,0.6122943715772452,0.15163571505608067,4.037929793457929,5.3924985477262234e-05,0.006858843345127162
